wavelength_nm,median_reflectance
400.0,0.0
402.2140221402214,0.954157562108035
404.4280442804428,0.9842168061694724
406.6420664206642,0.9965197086899276
408.8560885608856,0.9863946726084974
411.070110701107,0.9940545095457538
413.2841328413284,0.9807855414746541
415.4981549815498,0.9803402275933413
417.7121771217712,0.9866782084586233
419.9261992619926,0.9832816254275116
422.140221402214,0.9870307752958647
424.3542435424354,0.9823685312285518
426.56826568265683,0.9758222738643845
428.78228782287823,0.9784799990246995
430.99630996309963,0.9873468970422272
433.21033210332104,0.97310506480752
435.42435424354244,0.9827687769731548
437.63837638376384,0.9785889820724923
439.85239852398524,0.9758992469811609
442.06642066420665,0.9796860978882869
444.28044280442805,0.9804871580809742
446.49446494464945,0.982302696820664
448.70848708487085,0.981574944042133
450.92250922509226,0.9820515437116254
453.13653136531366,0.9811280719303066
455.35055350553506,0.9763790439284216
457.56457564575646,0.9816940613584857
459.77859778597787,0.9790113271114899
461.99261992619927,0.9801206807853214
464.20664206642067,0.9765900182268379
466.4206642066421,0.9770328150933248
468.6346863468635,0.9768464316436252
470.8487084870849,0.9777937473816507
473.0627306273063,0.9776797946840026
475.2767527675277,0.9776811985929235
477.4907749077491,0.9776986733753409
479.7047970479705,0.9804863078600028
481.9188191881919,0.979475795931941
484.1328413284133,0.9771490996302229
486.3468634686347,0.9814719134123963
488.5608856088561,0.9794493793791936
490.7749077490775,0.9795499246348661
492.9889298892989,0.9812004375436609
495.2029520295203,0.9788522236394556
497.4169741697417,0.9775889030777487
499.6309963099631,0.9787467847370803
501.8450184501845,0.9800614991280926
504.0590405904059,0.9781991531064997
506.2730627306273,0.9782767681568958
508.4870848708487,0.9785745552846292
510.7011070110701,0.9803625329989584
512.9151291512915,0.9800655605054424
515.1291512915129,0.9793299962969056
517.3431734317344,0.9793981908137945
519.5571955719557,0.9796499171141446
521.7712177121771,0.9797953605468223
523.9852398523985,0.9796291801433057
526.19926199262,0.9784340638037174
528.4132841328413,0.9800182846942392
530.6273062730627,0.9804969435408859
532.8413284132841,0.9792331367517109
535.0553505535056,0.9779212672895679
537.269372693727,0.9802331612339417
539.4833948339483,0.9796490363951872
541.6974169741698,0.9805168124699205
543.9114391143912,0.9796991269620944
546.1254612546126,0.9802952022218177
548.3394833948339,0.979232738567295
550.5535055350554,0.9787514154048715
552.7675276752768,0.9789774125189289
554.9815498154982,0.9788383946726533
557.1955719557195,0.9797820978327382
559.409594095941,0.9798076377429902
561.6236162361624,0.9791286043449637
563.8376383763838,0.9791623807729625
566.0516605166051,0.9790313664477259
568.2656826568266,0.9794621780534001
570.479704797048,0.9799513820854213
572.6937269372694,0.9804930896812417
574.9077490774907,0.9797601740074188
577.1217712177122,0.9799681470099743
579.3357933579337,0.9793907979530807
581.549815498155,0.9785644426903239
583.7638376383763,0.9797669240897351
585.9778597785978,0.9785069505233643
588.1918819188193,0.979874001536098
590.4059040590406,0.9789474745577426
592.619926199262,0.978120159348793
594.8339483394834,0.9794617062660842
597.0479704797049,0.9785889973304396
599.2619926199262,0.978707948238539
601.4760147601476,0.9783669601279302
603.690036900369,0.9796220744984823
