250	0.9822
251	0.9823
252	0.9836
253	0.9852
254	0.9851
255	0.9850
256	0.9852
257	0.9851
258	0.9862
259	0.9867
260	0.9874
261	0.9872
262	0.9875
263	0.9880
264	0.9879
265	0.9870
266	0.9875
267	0.9879
268	0.9893
269	0.9888
270	0.9885
271	0.9896
272	0.9907
273	0.9905
274	0.9908
275	0.9912
276	0.9915
277	0.9924
278	0.9925
279	0.9928
280	0.9919
281	0.9926
282	0.9933
283	0.9929
284	0.9936
285	0.9932
286	0.9926
287	0.9943
288	0.9936
289	0.9931
290	0.9944
291	0.9937
292	0.9931
293	0.9933
294	0.9940
295	0.9958
296	0.9950
297	0.9956
298	0.9945
299	0.9945
300	0.9949
301	0.9955
302	0.9954
303	0.9954
304	0.9953
305	0.9946
306	0.9947
307	0.9940
308	0.9957
309	0.9959
310	0.9947
311	0.9958
312	0.9952
313	0.9943
314	0.9951
315	0.9945
316	0.9950
317	0.9958
318	0.9959
319	0.9952
320	0.9926
321	0.9974
322	0.9961
323	0.9961
324	0.9941
325	0.9965
326	0.9948
327	0.9994
328	0.9963
329	0.9931
330	0.9929
331	0.9936
332	0.9950
333	0.9993
334	0.9941
335	0.9968
336	0.9942
337	0.9942
338	0.9953
339	0.9955
340	0.9992
341	0.9947
342	0.9931
343	0.9949
344	0.9911
345	0.9973
346	0.9944
347	0.9930
348	0.9948
349	0.9956
350	0.9930
351	0.9941
352	0.9958
353	0.9949
354	0.9947
355	0.9962
356	0.9925
357	0.9939
358	0.9951
359	0.9933
360	0.9934
361	0.9940
362	0.9928
363	0.9916
364	0.9938
365	0.9930
366	0.9933
367	0.9924
368	0.9893
369	0.9928
370	0.9917
371	0.9907
372	0.9921
373	0.9913
374	0.9916
375	0.9940
376	0.9939
377	0.9874
378	0.9919
379	0.9935
380	0.9909
381	0.9912
382	0.9915
383	0.9915
384	0.9924
385	0.9916
386	0.9914
387	0.9917
388	0.9920
389	0.9921
390	0.9919
391	0.9918
392	0.9916
393	0.9913
394	0.9916
395	0.9915
396	0.9920
397	0.9924
398	0.9917
399	0.9919
400	0.9916
401	0.9925
402	0.9915
403	0.9921
404	0.9916
405	0.9922
406	0.9918
407	0.9919
408	0.9923
409	0.9919
410	0.9921
411	0.9922
412	0.9921
413	0.9924
414	0.9922
415	0.9925
416	0.9921
417	0.9925
418	0.9917
419	0.9926
420	0.9918
421	0.9923
422	0.9919
423	0.9917
424	0.9921
425	0.9918
426	0.9918
427	0.9915
428	0.9914
429	0.9914
430	0.9918
431	0.9921
432	0.9918
433	0.9917
434	0.9916
435	0.9914
436	0.9919
437	0.9920
438	0.9923
439	0.9920
440	0.9922
441	0.9919
442	0.9918
443	0.9916
444	0.9916
445	0.9917
446	0.9920
447	0.9920
448	0.9917
449	0.9919
450	0.9922
451	0.9924
452	0.9925
453	0.9923
454	0.9919
455	0.9917
456	0.9923
457	0.9922
458	0.9923
459	0.9921
460	0.9916
461	0.9922
462	0.9924
463	0.9920
464	0.9920
465	0.9916
466	0.9921
467	0.9919
468	0.9919
469	0.9917
470	0.9917
471	0.9915
472	0.9918
473	0.9918
474	0.9913
475	0.9918
476	0.9920
477	0.9920
478	0.9917
479	0.9916
480	0.9916
481	0.9914
482	0.9912
483	0.9913
484	0.9917
485	0.9923
486	0.9920
487	0.9921
488	0.9923
489	0.9924
490	0.9923
491	0.9927
492	0.9928
493	0.9928
494	0.9933
495	0.9930
496	0.9924
497	0.9926
498	0.9929
499	0.9928
500	0.9926
501	0.9926
502	0.9927
503	0.9927
504	0.9928
505	0.9927
506	0.9928
507	0.9925
508	0.9924
509	0.9925
510	0.9925
511	0.9924
512	0.9921
513	0.9921
514	0.9923
515	0.9923
516	0.9923
517	0.9922
518	0.9920
519	0.9921
520	0.9919
521	0.9919
522	0.9917
523	0.9917
524	0.9918
525	0.9920
526	0.9921
527	0.9920
528	0.9919
529	0.9920
530	0.9920
531	0.9919
532	0.9919
533	0.9921
534	0.9920
535	0.9920
536	0.9922
537	0.9923
538	0.9920
539	0.9920
540	0.9919
541	0.9919
542	0.9920
543	0.9920
544	0.9921
545	0.9920
546	0.9921
547	0.9921
548	0.9921
549	0.9920
550	0.9918
551	0.9919
552	0.9920
553	0.9919
554	0.9919
555	0.9920
556	0.9921
557	0.9921
558	0.9919
559	0.9918
560	0.9918
561	0.9917
562	0.9918
563	0.9918
564	0.9921
565	0.9920
566	0.9919
567	0.9920
568	0.9918
569	0.9918
570	0.9919
571	0.9918
572	0.9918
573	0.9919
574	0.9921
575	0.9920
576	0.9919
577	0.9920
578	0.9921
579	0.9919
580	0.9919
581	0.9919
582	0.9919
583	0.9921
584	0.9920
585	0.9917
586	0.9918
587	0.9918
588	0.9918
589	0.9918
590	0.9917
591	0.9918
592	0.9918
593	0.9916
594	0.9916
595	0.9915
596	0.9916
597	0.9917
598	0.9917
599	0.9918
600	0.9918
601	0.9916
602	0.9916
603	0.9917
604	0.9916
605	0.9915
606	0.9915
607	0.9915
608	0.9917
609	0.9917
610	0.9917
611	0.9916
612	0.9919
613	0.9918
614	0.9916
615	0.9916
616	0.9915
617	0.9918
618	0.9917
619	0.9915
620	0.9917
621	0.9918
622	0.9915
623	0.9914
624	0.9914
625	0.9915
626	0.9915
627	0.9914
628	0.9915
629	0.9916
630	0.9914
631	0.9914
632	0.9913
633	0.9913
634	0.9911
635	0.9912
636	0.9911
637	0.9916
638	0.9915
639	0.9915
640	0.9914
641	0.9914
642	0.9915
643	0.9916
644	0.9915
645	0.9914
646	0.9914
647	0.9911
648	0.9912
649	0.9913
650	0.9914
651	0.9918
652	0.9918
653	0.9915
654	0.9912
655	0.9912
656	0.9913
657	0.9915
658	0.9914
659	0.9915
660	0.9916
661	0.9911
662	0.9908
663	0.9910
664	0.9913
665	0.9911
666	0.9911
667	0.9912
668	0.9910
669	0.9912
670	0.9914
671	0.9909
672	0.9914
673	0.9910
674	0.9906
